sura,ayat,topic,confidence,text
2,17,-1,0.0,"Perumpamaan mereka seperti orang yang menyalakan api. Setelah (api itu) menerangi sekelilingnya, All..."
2,18,39,1.0,"(Mereka) tuli, bisu, lagi buta, sehingga mereka tidak dapat kembali."
2,19,-1,0.0,"Atau, seperti (orang yang ditimpa) hujan lebat dari langit yang disertai berbagai kegelapan, petir, ..."
2,20,-1,0.0,"Hampir saja kilat itu menyambar penglihatan mereka. Setiap kali (kilat itu) menyinari, mereka berjal..."
2,21,-1,0.0,"Wahai manusia, sembahlah Tuhanmu yang telah menciptakan kamu dan orang-orang yang sebelum kamu agar ..."
2,22,0,0.04279014737155239,"(Dialah) yang menjadikan bagimu bumi (sebagai) hamparan dan langit sebagai atap, dan Dialah yang men..."
2,23,19,1.0,Jika kamu (tetap) dalam keraguan tentang apa (Al-Qur'an) yang Kami turunkan kepada hamba Kami (Nabi ...
2,24,22,0.18472621955395582,"Jika kamu tidak (mampu) membuat(-nya) dan (pasti) kamu tidak akan (mampu) membuat(-nya), takutlah pa..."
2,25,41,1.0,Sampaikanlah kabar gembira kepada orang-orang yang beriman dan beramal saleh bahwa untuk mereka (dis...
2,26,7,0.09245100541149848,Sesungguhnya Allah tidak segan membuat perumpamaan seekor nyamuk atau yang lebih kecil daripada itu....
2,27,-1,0.0,"(yaitu) orang-orang yang melanggar perjanjian Allah setelah (perjanjian) itu diteguhkan, memutuskan ..."
2,28,3,1.0,"Bagaimana kamu ingkar kepada Allah, padahal kamu (tadinya) mati, lalu Dia menghidupkan kamu, kemudia..."
2,29,0,0.2336978350192578,"Dialah (Allah) yang menciptakan segala yang ada di bumi untukmu, kemudian Dia menuju ke langit, lalu..."
2,30,17,0.42304599099399415,"(Ingatlah) ketika Tuhanmu berfirman kepada para malaikat,  Aku hendak menjadikan khalifah) di bumi.”..."
2,31,17,1.0,"Dia mengajarkan kepada Adam nama-nama (benda) seluruhnya, kemudian Dia memperlihatkannya kepada para..."
2,32,-1,0.0,"Mereka menjawab,  Maha Suci Engkau. Tidak ada pengetahuan bagi kami, selain yang telah Engkau ajarka..."
2,33,0,0.15268537662424692,"Dia (Allah) berfirman,  Wahai Adam, beri tahukanlah kepada mereka nama-nama benda itu!” Setelah dia ..."
2,34,17,0.1601943523547102,"(Ingatlah) ketika Kami berfirman kepada para malaikat,  Sujudlah kamu kepada Adam!” Maka, mereka pun..."
2,35,11,0.15343326089010995,"Kami berfirman,  Wahai Adam, tinggallah engkau dan istrimu di dalam surga, makanlah dengan nikmat (b..."
2,36,24,0.8047344702953909,"Lalu, setan menggelincirkan keduanya darinya) sehingga keduanya dikeluarkan dari segala kenikmatan k..."
2,37,-1,0.0,"Kemudian, Adam menerima beberapa kalimat) dari Tuhannya, lalu Dia pun menerima tobatnya. Sesungguhny..."
2,38,27,0.4344031535400054,"Kami berfirman,  Turunlah kamu semua dari surga! Lalu, jika benar-benar datang petunjuk-Ku kepadamu,..."
2,39,22,0.2205936896146105,"(Sementara itu,) orang-orang yang mengingkari dan mendustakan ayat-ayat Kami, mereka itulah penghuni..."
2,40,42,1.0,"Wahai Bani Israil,) ingatlah nikmat-Ku yang telah Aku berikan kepadamu dan penuhilah janjimu kepada-..."
2,41,-1,0.0,Berimanlah kamu kepada apa (Al-Qur'an) yang telah Aku turunkan sebagai pembenar bagi apa yang ada pa...
2,42,25,1.0,Janganlah kamu campuradukkan kebenaran dengan kebatilan) dan (jangan pula) kamu sembunyikan kebenara...
2,43,20,1.0,"Tegakkanlah salat, tunaikanlah zakat, dan rukuklah beserta orang-orang yang rukuk."
2,44,6,0.4015779492506922,"Mengapa kamu menyuruh orang lain untuk (mengerjakan) kebajikan, sedangkan kamu melupakan dirimu send..."
2,45,9,0.07244285515512643,Mohonlah pertolongan (kepada Allah) dengan sabar dan salat. Sesungguhnya (salat) itu benar-benar ber...
2,46,5,1.0,(yaitu) orang-orang yang meyakini bahwa mereka akan menemui Tuhannya dan hanya kepada-Nya mereka kem...
2,47,15,1.0,"Wahai Bani Israil, ingatlah nikmat-Ku yang telah Aku anugerahkan kepadamu dan sesungguhnya Aku telah..."
2,48,27,0.05532501570161925,"Takutlah kamu pada suatu hari (kiamat) yang seseorang tidak dapat membela orang lain sedikit pun, sy..."
2,49,-1,0.0,(Ingatlah) ketika Kami menyelamatkan kamu dari (Fir‘aun dan) pengikut-pengikut Fir‘aun.) Mereka meni...
2,50,31,0.09676666812593064,"(Ingatlah) ketika Kami membelah laut untukmu, lalu Kami menyelamatkanmu dan menenggelamkan (Fir‘aun ..."
2,51,18,0.047793386585658834,(Ingatlah) ketika Kami menjanjikan (petunjuk Taurat) kepada Musa (melalui munajat selama) empat pulu...
2,52,-1,0.0,"Setelah itu, Kami memaafkan kamu agar kamu bersyukur."
2,53,-1,0.0,(Ingatlah) ketika Kami memberikan kitab (Taurat) dan furqān kepada Musa agar kamu memperoleh petunju...
2,54,-1,0.0,"(Ingatlah) ketika Musa berkata kepada kaumnya,  Wahai kaumku, sesungguhnya kamu telah menzalimi diri..."
2,55,29,0.044377950724862496,"(Ingatlah) ketika kamu berkata,  Wahai Musa, kami tidak akan beriman kepadamu sebelum melihat Allah ..."
2,56,-1,0.0,"Kemudian, Kami membangkitkan kamu setelah kematianmu agar kamu bersyukur."
2,57,33,1.0,Kami menaungi kamu dengan awan dan Kami menurunkan kepadamu manna dan salwa.) Makanlah (makanan) yan...
2,58,4,0.14542639115152645,"(Ingatlah) ketika Kami berfirman,  Masuklah ke negeri ini (Baitulmaqdis). Lalu, makanlah dengan nikm..."
2,59,22,0.0375720290609656,"Lalu, orang-orang yang zalim mengganti perintah dengan (perintah lain) yang tidak diperintahkan kepa..."
2,60,-1,0.0,"(Ingatlah) ketika Musa memohon (curahan) air untuk kaumnya. Lalu, Kami berfirman,  Pukullah batu itu..."
2,61,-1,0.0,"(Ingatlah) ketika kamu berkata,  Wahai Musa, kami tidak tahan hanya (makan) dengan satu macam makana..."
2,62,-1,0.0,"Sesungguhnya orang-orang yang beriman, orang-orang Yahudi, orang-orang Nasrani, dan orang-orang Sabi..."
2,63,33,0.23002810200982707,(Ingatlah) ketika Kami mengambil janjimu dan Kami angkat gunung (Sinai) di atasmu (seraya berfirman)...
2,64,15,0.08136282542743033,"Setelah itu, kamu berpaling. Maka, seandainya bukan karena karunia Allah dan rahmat-Nya kepadamu, pa..."
2,65,4,1.0,"Sungguh, kamu benar-benar telah mengetahui orang-orang yang melakukan pelanggaran di antara kamu pad..."
2,66,-1,0.0,"Maka, Kami jadikan (yang demikian) itu sebagai peringatan bagi orang-orang pada masa itu dan bagi me..."
2,67,-1,0.0,"(Ingatlah) ketika Musa berkata kepada kaumnya,  Allah memerintahkan kamu agar menyembelih seekor sap..."
2,68,-1,0.0,"Mereka berkata,  Mohonkanlah kepada Tuhanmu untuk kami agar Dia menjelaskan kepada kami tentang (sap..."
2,69,-1,0.0,"Mereka berkata,  Mohonkanlah kepada Tuhanmu untuk kami agar Dia menjelaskan kepada kami apa warnanya..."
2,70,-1,0.0,"Mereka berkata,  Mohonkanlah kepada Tuhanmu untuk kami agar Dia menjelaskan kepada kami tentang (sap..."
2,71,-1,0.0,"Dia (Musa) menjawab,  Dia (Allah) berfirman bahwa (sapi) itu adalah sapi yang belum pernah dipakai u..."
2,72,-1,0.0,"(Ingatlah) ketika kamu membunuh seseorang lalu kamu saling tuduh tentang itu. Akan tetapi, Allah men..."
2,73,3,0.40603062497969333,"Lalu, Kami berfirman,  Pukullah (mayat) itu dengan bagian dari (sapi) itu!” Demikianlah Allah menghi..."
2,74,-1,0.0,"Setelah itu, hatimu menjadi keras sehingga ia (hatimu) seperti batu, bahkan lebih keras. Padahal, da..."
2,75,-1,0.0,"Maka, apakah kamu (muslimin) sangat mengharapkan mereka agar percaya kepadamu, sedangkan segolongan ..."
2,76,2,0.3118447714910027,"Apabila berjumpa dengan orang-orang yang beriman, mereka berkata,  Kami telah beriman.” Akan tetapi,..."
2,77,-1,0.0,Tidakkah mereka tahu bahwa Allah mengetahui apa yang mereka sembunyikan dan apa yang mereka nyatakan...
2,78,6,0.14984220213153548,"Di antara mereka ada yang umi (buta huruf), tidak memahami Kitab (Taurat), kecuali hanya berangan-an..."
2,79,4,0.2758677219046843,"Celakalah orang-orang yang menulis kitab dengan tangan mereka (sendiri), kemudian berkata,  Ini dari..."
2,80,42,1.0,"Mereka berkata,  Neraka tidak akan menyentuh kami, kecuali beberapa hari saja.” Katakanlah,  Sudahka..."
2,81,22,0.7447249499661422,"Bukan demikian! Siapa yang berbuat keburukan dan dosanya telah menenggelamkannya, mereka itulah peng..."
2,82,45,1.0,"Adapun orang-orang yang beriman dan beramal saleh, mereka itulah penghuni surga. Mereka kekal di dal..."
2,83,-1,0.0,"(Ingatlah) ketika Kami mengambil perjanjian dari Bani Israil,  Janganlah kamu menyembah selain Allah..."
2,84,29,1.0,(Ingatlah) ketika Kami mengambil perjanjianmu (agar) kamu tidak menumpahkan darahmu (membunuh orang)...
2,85,-1,0.0,"Kemudian, kamu (Bani Israil) membunuh dirimu (sesamamu) dan mengusir segolongan darimu dari kampung ..."
2,86,3,1.0,"Mereka itulah orang-orang yang membeli kehidupan dunia dengan (kehidupan) akhirat. Maka, azabnya tid..."
2,87,8,0.3922609222455179,"Sungguh, Kami benar-benar telah menganugerahkan Kitab (Taurat) kepada Musa dan Kami menyusulkan sete..."
2,88,2,0.6245501106107068,"Mereka berkata,  Hati kami tertutup.” Tidak! Allah telah melaknat mereka itu karena keingkaran merek..."
2,89,7,0.015201042668751469,"Setelah sampai kepada mereka Kitab (Al-Qur'an) dari Allah yang membenarkan apa yang ada pada mereka,..."
2,90,7,0.1437515986255139,Buruk sekali (perbuatan) mereka menjual dirinya dengan mengingkari apa yang diturunkan Allah karena ...
2,91,1,0.145022935606175,"Apabila dikatakan kepada mereka,  Berimanlah pada apa yang diturunkan Allah (Al-Qur'an),” mereka men..."
2,92,-1,0.0,"Sungguh, Musa benar-benar telah datang kepadamu dengan bukti-bukti kebenaran. Kemudian, kamu mengamb..."
2,93,33,0.2265106260707626,(Ingatlah) ketika Kami mengambil janjimu dan Kami angkat gunung (Sinai) di atasmu (seraya berfirman)...
2,94,3,1.0,"Katakanlah (Nabi Muhammad),  Jika negeri akhirat di sisi Allah khusus untukmu, bukan untuk orang lai..."
2,95,3,0.21922970918071139,"Akan tetapi, mereka tidak akan menginginkan kematian itu sama sekali karena (dosa-dosa) yang telah d..."
2,96,-1,0.0,Engkau (Nabi Muhammad) sungguh-sungguh akan mendapati mereka (orang-orang Yahudi) sebagai manusia ya...
2,97,2,0.05079163250630439,"Katakanlah (Nabi Muhammad),  Siapa yang menjadi musuh Jibril?” Padahal, dialah yang telah menurunkan..."
2,98,17,0.25244910197439624,"Siapa yang menjadi musuh Allah, malaikat-malaikat-Nya, rasul-rasul-Nya, Jibril, dan Mikail, sesunggu..."
2,99,6,0.372200297200666,"Sungguh, Kami benar-benar telah menurunkan ayat-ayat yang jelas kepadamu (Nabi Muhammad), dan tidakl..."
2,100,2,1.0,"Mengapa setiap kali mereka mengikat janji, sekelompok mereka melanggarnya? Bahkan, sebagian besar me..."
2,101,8,1.0,Setelah datang kepada mereka Rasul (Nabi Muhammad) dari Allah yang membenarkan apa yang ada pada mer...
2,102,24,0.3826567086453989,Mereka mengikuti apa yang dibaca oleh setan-setan pada masa Kerajaan Sulaiman. Sulaiman itu tidak ku...
2,103,2,0.38482417271584307,"Seandainya mereka benar-benar beriman dan bertakwa, pahala dari Allah pasti lebih baik, seandainya m..."
2,104,7,0.01437346503365615,"Wahai orang-orang yang beriman, janganlah kamu katakan,  Rā‘inā.” Akan tetapi, katakanlah,  Unẓurnā”..."
2,105,7,0.05597540326268667,Orang-orang kafir dari golongan Ahlulkitab dan orang-orang musyrik tidak menginginkan diturunkannya ...
2,106,-1,0.0,"Ayat yang Kami nasakh (batalkan) atau Kami jadikan (manusia) lupa padanya, pasti Kami ganti dengan y..."
2,107,0,1.0,Apakah engkau tidak mengetahui bahwa Allah memiliki kerajaan langit dan bumi? (Ketahuilah bahwa) tid...
2,108,2,0.030734275717263688,Ataukah kamu menghendaki untuk meminta Rasulmu (Nabi Muhammad) seperti halnya Musa (pernah) diminta ...
2,109,7,0.01711095353233043,Banyak di antara Ahlulkitab menginginkan agar mereka dapat mengembalikan kamu setelah kamu beriman m...
2,110,-1,0.0,Dirikanlah salat dan tunaikanlah zakat. Segala kebaikan yang kamu kerjakan untuk dirimu akan kamu da...
2,111,-1,0.0,"Mereka (Yahudi dan Nasrani) berkata,  Tidak akan masuk surga kecuali orang Yahudi atau Nasrani.”) It..."
2,112,27,0.018050093635093478,"Tidak demikian! Orang yang menyerahkan diri sepenuhnya kepada Allah serta berbuat ihsan, akan mendap..."
2,113,-1,0.0,"Orang Yahudi berkata,  Orang Nasrani itu tidak menganut sesuatu (agama yang benar)” dan orang-orang ..."
2,114,1,1.0,Siapakah yang lebih zalim daripada orang yang melarang masjid-masjid Allah digunakan sebagai tempat ...
2,115,-1,0.0,"Hanya milik Allah timur dan barat. Ke mana pun kamu menghadap, di sanalah wajah Allah.) Sesungguhnya..."
2,116,0,1.0,"Mereka berkata,  Allah mengangkat anak.” Maha Suci Allah, bahkan milik-Nyalah apa yang di langit dan..."
2,117,0,0.0661029501710997,"(Allah) pencipta langit dan bumi. Apabila Dia hendak menetapkan sesuatu, Dia hanya berkata kepadanya..."
2,118,-1,0.0,"Orang-orang yang tidak mengetahui berkata,  Mengapa Allah tidak berbicara dengan kita atau datang ta..."
2,119,22,1.0,Sesungguhnya Kami telah mengutusmu (Nabi Muhammad) dengan hak sebagai pembawa berita gembira dan pem...
2,120,-1,0.0,Orang-orang Yahudi dan Nasrani tidak akan pernah rela kepadamu (Nabi Muhammad) sehingga engkau mengi...
2,121,2,0.047950736427725314,"Orang-orang yang telah Kami beri kitab suci, mereka membacanya sebagaimana mestinya, itulah orang-or..."
2,122,15,1.0,"Wahai Bani Israil, ingatlah nikmat-Ku yang telah Aku anugerahkan kepadamu dan sesungguhnya Aku telah..."
2,123,-1,0.0,Takutlah kamu pada hari (ketika) tidak seorang pun dapat menggantikan (membela) orang lain sedikit p...
2,124,-1,0.0,"(Ingatlah) ketika Ibrahim diuji Tuhannya dengan beberapa kalimat, lalu dia melaksanakannya dengan se..."
2,125,1,0.4094726277898556,(Ingatlah) ketika Kami menjadikan rumah itu (Ka‘bah) tempat berkumpul dan tempat yang aman bagi manu...
2,126,-1,0.0,"(Ingatlah) ketika Ibrahim berdoa,  Ya Tuhanku, jadikanlah (negeri Makkah) ini negeri yang aman dan b..."
2,127,1,0.1727194979834213,"(Ingatlah) ketika Ibrahim meninggikan fondasi Baitullah bersama Ismail (seraya berdoa),  Ya Tuhan ka..."
2,128,-1,0.0,"Ya Tuhan kami, jadikanlah kami berdua orang yang berserah diri kepada-Mu, (jadikanlah) dari keturuna..."
2,129,6,0.562048405701106,"Ya Tuhan kami, utuslah di antara mereka seorang rasul dari kalangan mereka, yang membacakan kepada m..."
2,130,-1,0.0,Siapa yang membenci agama Ibrahim selain orang yang memperbodoh dirinya sendiri? Kami benar-benar te...
2,131,-1,0.0,"(Ingatlah) ketika Tuhan berfirman kepadanya (Ibrahim),  Berserahdirilah!” Dia menjawab,  Aku bersera..."
2,132,1,1.0,"Ibrahim mewasiatkan (ucapan) itu kepada anak-anaknya dan demikian pula Ya‘qub,  Wahai anak-anakku, s..."
2,133,1,0.05315032937445589,"Apakah kamu (hadir) menjadi saksi menjelang kematian Ya‘qub ketika dia berkata kepada anak-anaknya, ..."
2,134,35,1.0,Itulah umat yang telah lalu. Baginya apa yang telah mereka usahakan dan bagimu apa yang telah kamu u...
2,135,-1,0.0,"Mereka berkata,  Jadilah kamu (penganut) Yahudi atau Nasrani, niscaya kamu mendapat petunjuk.” Katak..."
2,136,1,0.26904348279850426,"Katakanlah (wahai orang-orang yang beriman),  Kami beriman kepada Allah, pada apa yang diturunkan ke..."
2,137,2,0.42709489469894807,"Jika mereka telah mengimani apa yang kamu imani, sungguh mereka telah mendapat petunjuk. Akan tetapi..."
2,138,43,1.0,(Peliharalah) sibgah Allah.) Siapa yang lebih baik sibgahnya daripada Allah? Hanya kepada-Nya kami m...
2,139,-1,0.0,"Katakanlah (Nabi Muhammad),  Apakah kamu (Yahudi dan Nasrani) hendak berdebat dengan kami tentang Al..."
2,140,-1,0.0,"Apakah kamu juga berkata bahwa Ibrahim, Ismail, Ishaq, Ya‘qub, dan keturunannya adalah penganut Yahu..."
2,141,35,1.0,Itulah umat yang telah lalu. Baginya apa yang telah mereka usahakan dan bagimu apa yang telah kamu u...
2,142,-1,0.0,"Orang-orang yang kurang akal di antara manusia akan berkata,  Apakah yang memalingkan mereka (kaum m..."
2,143,-1,0.0,Demikian pula Kami telah menjadikan kamu (umat Islam) umat pertengahan) agar kamu menjadi saksi atas...
2,144,1,0.35523199482723417,"Sungguh, Kami melihat wajahmu (Nabi Muhammad) sering menengadah ke langit. Maka, pasti akan Kami pal..."
2,145,6,0.45360041212427704,"Sungguh, jika engkau (Nabi Muhammad) mendatangkan ayat-ayat (keterangan) kepada orang-orang yang dib..."
2,146,-1,0.0,Orang-orang yang telah Kami anugerahi Kitab (Taurat dan Injil) mengenalnya (Nabi Muhammad)) seperti ...
2,147,5,1.0,"Kebenaran itu dari Tuhanmu. Maka, janganlah sekali-kali engkau (Nabi Muhammad) termasuk orang-orang ..."
2,148,-1,0.0,"Bagi setiap umat ada kiblat yang dia menghadap ke arahnya. Maka, berlomba-lombalah kamu dalam berbag..."
2,149,1,1.0,"Dari mana pun engkau (Nabi Muhammad) keluar, hadapkanlah wajahmu ke arah Masjidilharam. Sesungguhnya..."
2,150,1,0.7840683334145414,"Dari mana pun engkau (Nabi Muhammad) keluar, maka hadapkanlah wajahmu ke arah Masjidilharam. Di mana..."
2,151,6,0.7191691055081456,"Sebagaimana (Kami telah menyempurnakan nikmat kepadamu), Kami pun mengutus kepadamu seorang Rasul (N..."
2,152,15,0.3115872323543291,"Maka, ingatlah kepada-Ku, Aku pun akan ingat kepadamu. Bersyukurlah kepada-Ku dan janganlah kamu ing..."
2,153,9,0.06120057933715557,"Wahai orang-orang yang beriman, mohonlah pertolongan (kepada Allah) dengan sabar dan salat. Sesunggu..."
2,154,3,1.0,"Janganlah kamu mengatakan bahwa orang-orang yang terbunuh di jalan Allah (mereka) telah mati. Namun,..."
2,155,-1,0.0,"Kami pasti akan mengujimu dengan sedikit ketakutan dan kelaparan, kekurangan harta, jiwa, dan buah-b..."
2,156,-1,0.0,"(yaitu) orang-orang yang apabila ditimpa musibah, mereka mengucapkan  Innā lillāhi wa innā ilaihi rā..."
2,157,9,1.0,Mereka itulah yang memperoleh ampunan dan rahmat dari Tu-hannya dan mereka itulah orang-orang yang m...
2,158,-1,0.0,"Sesungguhnya Safa dan Marwah merupakan sebagian syiar (agama) Allah.) Maka, siapa beribadah haji ke ..."
2,159,-1,0.0,Sesungguhnya orang-orang yang menyembunyikan apa yang telah Kami turunkan berupa keterangan-keterang...
2,160,-1,0.0,"kecuali orang-orang yang telah bertobat, mengadakan perbaikan, dan menjelaskan(-nya).) Mereka itulah..."
2,161,17,0.43988146354025875,"Sesungguhnya orang-orang yang kufur dan mati dalam keadaan kafir, mereka itu mendapat laknat Allah, ..."
2,162,-1,0.0,"Mereka kekal di dalamnya (laknat). Tidak akan diringankan azab dari mereka, dan mereka tidak diberi ..."
2,163,-1,0.0,Tuhan kamu adalah Tuhan Yang Maha Esa. Tidak ada tuhan selain Dia Yang Maha Pengasih lagi Maha Penya...
2,164,0,0.018714473568056857,"Sesungguhnya pada penciptaan langit dan bumi, pergantian malam dan siang,) bahtera yang berlayar di ..."
2,165,2,0.08665164850549857,Di antara manusia ada yang menjadikan (sesuatu) selain Allah sebagai tandingan-tandingan (bagi-Nya) ...
2,166,-1,0.0,(Yaitu) ketika orang-orang yang diikuti berlepas tangan dari orang-orang yang mengikuti saat mereka ...
2,167,-1,0.0,"Orang-orang yang mengikuti berkata,  Andaikan saja kami mendapat kesempatan kembali (ke dunia), tent..."
2,168,-1,0.0,"Wahai manusia, makanlah sebagian (makanan) di bumi yang halal lagi baik dan janganlah mengikuti lang..."
2,169,4,0.18621597544223248,Sesungguhnya (setan) hanya menyuruh kamu untuk berbuat jahat dan keji serta mengatakan tentang Allah...
2,170,10,0.015567666624737823,"Apabila dikatakan kepada mereka,  Ikutilah apa yang telah diturunkan Allah,” mereka menjawab,  Tidak..."
2,171,39,0.4993333219269554,Perumpamaan (penyeru) orang-orang yang kufur adalah seperti (penggembala) yang meneriaki (gembalaann...
2,172,-1,0.0,"Wahai orang-orang yang beriman, makanlah apa-apa yang baik yang Kami anugerahkan kepadamu dan bersyu..."
2,173,-1,0.0,"Sesungguhnya Dia hanya mengharamkan atasmu bangkai, darah, daging babi, dan (daging) hewan yang dise..."
2,174,-1,0.0,"Sesungguhnya orang-orang yang menyembunyikan apa yang telah diturunkan Allah, yaitu Kitab (Taurat), ..."
2,175,22,0.38542666697252825,"Mereka itulah yang membeli kesesatan dengan petunjuk dan azab dengan ampunan. Maka, alangkah beranin..."
2,176,6,1.0,Yang demikian itu disebabkan Allah telah menurunkan kitab suci dengan hak. Sesungguhnya orang-orang ...
2,177,17,0.06374334501508935,"Kebajikan itu bukanlah menghadapkan wajahmu ke arah timur dan barat, melainkan kebajikan itu ialah (..."
2,178,-1,0.0,"Wahai orang-orang yang beriman, diwajibkan kepadamu (melaksanakan) kisas berkenaan dengan orang-oran..."
2,179,3,1.0,"Dalam kisas itu ada (jaminan) kehidupan bagimu, wahai orang-orang yang berakal agar kamu bertakwa."
2,180,3,1.0,"Diwajibkan kepadamu, apabila seseorang di antara kamu didatangi (tanda-tanda) maut sedang dia mening..."
2,181,14,1.0,"Siapa yang mengubahnya (wasiat itu), setelah mendengarnya, sesungguhnya dosanya hanya bagi orang yan..."
2,182,14,1.0,"Akan tetapi, siapa yang khawatir terhadap pewasiat (akan berlaku) tidak adil atau berbuat dosa, lalu..."
2,183,2,1.0,"Wahai orang-orang yang beriman, diwajibkan atas kamu berpuasa sebagaimana diwajibkan atas orang-oran..."
2,184,30,0.0746506594937281,"(Yaitu) beberapa hari tertentu. Maka, siapa di antara kamu sakit atau dalam perjalanan (lalu tidak b..."
2,185,-1,0.0,"Bulan Ramadan adalah (bulan) yang di dalamnya diturunkan 
Al-Qur'an sebagai petunjuk bagi manusia d..."
2,186,-1,0.0,"Apabila hamba-hamba-Ku bertanya kepadamu (Nabi Muhammad) tentang Aku, sesungguhnya Aku dekat. Aku me..."
2,187,-1,0.0,Dihalalkan bagimu pada malam puasa bercampur dengan istrimu. Mereka adalah pakaian bagimu dan kamu a...
2,188,-1,0.0,Janganlah kamu makan harta di antara kamu dengan jalan yang batil dan (janganlah) kamu membawa (urus...
2,189,-1,0.0,"Mereka bertanya kepadamu (Nabi Muhammad) tentang bulan sabit.) Katakanlah,  Itu adalah (penunjuk) wa..."
2,190,21,0.21493354795439232,Perangilah di jalan Allah orang-orang yang memerangi kamu dan jangan melampaui batas. Sesungguhnya A...
2,191,1,0.5725666330687608,Bunuhlah mereka (yang memerangimu) di mana pun kamu jumpai dan usirlah mereka dari tempat mereka men...
2,192,4,0.10221626237459104,"Namun, jika mereka berhenti (memusuhimu), sesungguhnya Allah Maha Pengampun lagi Maha Penyayang."
2,193,2,0.07088294724015952,Perangilah mereka itu sampai tidak ada lagi fitnah dan agama (ketaatan) hanya bagi Allah semata. Jik...
2,194,-1,0.0,Bulan haram dengan bulan haram) dan (terhadap) sesuatu yang dihormati) berlaku (hukum) kisas. Oleh s...
2,195,-1,0.0,"Berinfaklah di jalan Allah, janganlah jerumuskan dirimu ke dalam kebinasaan, dan berbuatbaiklah. Ses..."
2,196,-1,0.0,"Sempurnakanlah ibadah haji dan umrah karena Allah. Akan tetapi, jika kamu terkepung (oleh musuh), (s..."
2,197,-1,0.0,(Musim) haji itu (berlangsung pada) bulan-bulan yang telah dimaklumi.) Siapa yang mengerjakan (ibada...
2,198,9,0.13844690733729356,Bukanlah suatu dosa bagimu mencari karunia dari Tuhanmu (pada musim haji). Apabila kamu bertolak dar...
2,199,-1,0.0,"Kemudian, bertolaklah kamu dari tempat orang-orang bertolak (Arafah) dan mohonlah ampunan kepada All..."
2,200,-1,0.0,"Apabila kamu telah menyelesaikan manasik (rangkaian ibadah) haji, berzikirlah kepada Allah sebagaima..."
2,201,9,0.12954487706907317,"Di antara mereka ada juga yang berdoa,  Ya Tuhan kami, berilah kami kebaikan di dunia dan kebaikan d..."
2,202,35,1.0,Mereka itulah yang memperoleh bagian dari apa yang telah mereka kerjakan. Allah Maha Cepat perhitung...
2,203,14,0.28664032745313484,Berzikirlah kepada Allah pada hari yang telah ditentukan jumlahnya.) Siapa yang mempercepat (meningg...
2,204,-1,0.0,Di antara manusia ada yang pembicaraannya tentang kehidupan dunia mengagumkan engkau (Nabi Muhammad)...
2,205,-1,0.0,"Apabila berpaling (dari engkau atau berkuasa), dia berusaha untuk berbuat kerusakan di bumi serta me..."
2,206,14,1.0,"Apabila dikatakan kepadanya,  Bertakwalah kepada Allah,” bangkitlah kesombongan yang menyebabkan dia..."
